text,category,super_category
يقدم الطب مثالًا آخر على التحقيق الموجه عمليًا للطبيعة بين اليونانيين القدماء. وقد أشير إلى أن الطب اليوناني لم يكن مقتصرًا على مهنة واحدة مدربة، ولم تكن هناك طريقة مقبولة للحصول على الترخيص. ادعى الأطباء في التقليد الأبقراطي، ومعالجو المعبد المرتبط بعبادة أسقليبيوس، وجامعو الأعشاب، وبائعو العقاقير، والقابلات، ومدربو الجمباز أنهم مؤهلون بوصفهم معالجين في سياقات محددة وتنافسوا بنشاط لعلاج المرضى. ,تاريخ,ميدان
كان هناك العديد من المراقبين الجادين للظواهر الطبيعية، وخاصة أرسطو وثاوفرسطس، اللذان كتبا بوفرة عن الحيوانات والنباتات. أنتج ثيوفراستوس أيضًا أول محاولة منهجية لتصنيف المعادن والصخور، تم تلخيصها في كتاب التاريخ الطبيعي لبلينيوس الأكبر عام 77 م.,تاريخ,ميدان
يُعرَف الفلاسفة اليونانيون الأوائل بفلاسفة ما قبل سقراط، إذ وفر الماديون أجوبة بديلة لنفس الأسئلة في أساطير الفلاسفة اليونانيين القدامى: «كيف أصبح الكون الذي نعيش فيه؟»[5] ولكن على الرغم من أن السؤال هو نفسه، تختلف إجاباتهم وموقفهم تجاه الإجابات اختلافًا ملحوظًا. أفاد بعض الكتاب اللاحقين مثل أرسطو أن تفسيراتهم تميل إلى التركيز على المصدر المادي للأشياء.,تاريخ,ميدان
اعتبر طاليس (624-546 قبل الميلاد) الماء مصدر كل شيء. ثم اقترح أناكسيماندر (610-546 قبل الميلاد) أن الأشياء لا يمكن أن تأتي من مادة معينة مثل الماء، بل من شيء سماه «بلا حدود». ما قصده بالضبط غير مؤكد، لكن قيل إنه لا حدود له كمًا، حتى لا يفشل الخلق، فيجب ألا يتم التغلب عليه في صفاته، وليس له بداية أو نهاية في الزمن، ويشمل كل شيء في الفضاء.,تاريخ,ميدان
بعد ذلك، حافظ هرقليطس (حوالي 535-475 قبل الميلاد) على أن التغيير هو الأساس وليس المادة، رغم أن عنصر النار بدا أنه يلعب دورًا مركزيًا في هذه العملية.[8] وأخيرًا، يبدو أن أمبادوقليس (490-430 قبل الميلاد) قد جمع وجهات نظر أسلافه، مؤكدًا وجود 4 عناصر (الأرض والماء والهواء والنار) تنتج التغيير من طريق الخلط والفصل تحت تأثير ضدين قويين هما الحب والنزاع.,تاريخ,ميدان
تشير كل هذه النظريات إلى استمرار المادة. اثنان من الفلاسفة اليونانيين، ليوكيبوس (النصف الأول من القرن الخامس قبل الميلاد) وديموقريطوس (عاش حوالي 410 قبل الميلاد) توصلا إلى فكرة وجود كيانين حقيقيين: الذرات، التي كانت جزيئات صغيرة غير قابلة للتجزئة، والفراغ، وهو المساحة الخالية التي توجد فيها المادة.[10] رغم أن جميع التفسيرات من طاليس إلى ديموكريتس تتضمن المادة، الأهم من ذلك هو حقيقة أن هذه التفسيرات المتنافسة توحي بعملية جدل مستمرة تم فيها طرح وانتقاد نظريات بديلة.,تاريخ,ميدان
كانت الخطوة الأولى نحو هذا المفهوم على يد فيثاغورس (نحو 582 - 507 قبل الميلاد)، الذي رأى أن الرقم كيان أساسي لا يتغير يكمن وراء كل بنية الكون. بالنسبة إلى فيثاغورس وأتباعه، يتكون الكون من ترتيبات مرتبة للنقاط/الذرات، مرتبة وفقًا للمبادئ الهندسية في مثلثات ومربعات ومستطيلات، حتى على نطاق أكبر، تم ترتيب أجزاء الكون على مبادئ التناغم الهندسي والأعداد.,تاريخ,ميدان
خلال عصر النهضة، تقدمت العلوم تقدمًا كبيرًا في مجالات الفلك والجغرافيا والكيمياء والفيزياء والرياضيات والتصنيع والهندسة. تم تسريع إعادة اكتشاف النصوص العلمية القديمة بعد سقوط القسطنطينية عام 1453، واختراع الطباعة التي كان من شأنها نشر التعليم والسماح بانتشار أسرع للأفكار الجديدة,تاريخ,ميدان
لقد ساعد كل من إعادة اكتشاف النصوص القديمة واختراع الطباعة على نشر العلم وتوالد الأفكار. في الفترة الأولى من النهضة الإيطالية، فضل الإنسانيون الدراسات الإنسانية على الفلسفة الطبيعية وتطبيقات الرياضيات. وقد عزز تبجيلهم للمصادر الكلاسيكية رؤاهم الأرسطية والأفلاطونية للكون.,تاريخ,ميدان
وبالرغم من ذلك، فقد كانت كتابات نيكولاس كوسانوس حوالي عام 1450 تتبع رؤية كوبرنيكوس حول مركزية الشمس، حيث تم صياغتها بأسلوب فلسفي. العلم والفن كانا متداخلان بشكل كبير في عصر النهضة المبكر، مع فنانين مثقفين مثل ليوناردو دا فينشي حيث رسم رسومات مشهودة للتشريح والطبيعة. لقد أجرى تجارب محكمة في انسياب الماء، والتشريح الطبي، ودراسة منهجية للديناميكية الهوائية. لقد صمم مبادئ أساليب البحث، والتي أدت بفريتوف كابرا إلى تصنيفه بأنه أب العلم الحديث.,تاريخ,ميدان
«اكتشاف» كريستوفر كولومبوس ل «العالم الجديد» سنة 1492 أَوْلَدَ تَحَدٍّ للنظرة التقليدية للعالم التي صاغتها أعمال بطليموس (في الجغرافيا) وجالينوس (في الطب) والتي لم تعد تتطابق ولا تتلائم بالشكل الكافي مع الملاحظات والاستكشافات الجديدة: فبدأت البيئة المناسبة للتشكيك في النظرية العلمية السائدة.,تاريخ,ميدان
البعض اعتبر هذا بأنه ثورة علمية، مبشرًا ببداية العصر الحديث.[3] آخرون يرونها كعملية مستمرة ممتدة من العالم القديم إلى يومنا هذا.[4] بغض النظر عن ذلك، هناك اتفاق عام على أن عصر النهضة أحدث تغييرات هامة في طريقة النظر للكون والمناهج التي تستخدم في تفسير الظواهر الطبيعية.[5],تاريخ,ميدان
استند علم الفلك في العصور الوسطى المتأخرة إلى نموذج مركزية الأرض الذي وصفه كلوديوس بطليموس في العصور القديمة. من المحتمل أن قلة قليلة من علماء الفلك أو المنجمين يقرؤون بالفعل كتاب المجسطي لبطليموس، الذي ترجمه جيراردو الكريموني إلى اللاتينية في القرن الثاني عشر. بدلًا من ذلك اعتمدوا على مقدمات للنظام البطلمي مثل دي سفايرا موندي لـ يوهانس دي ساكروبوسكو ونوع الكتب المدرسية المعروفة باسم نظريات الكواكب.,تاريخ,ميدان
 لمهمة التنبؤ بحركات الكواكب، انتقلوا إلى جداول ألفونسين، وهي مجموعة من الجداول الفلكية القائمة على نماذج المجسطي ولكن تضمنت بعض التعديلات اللاحقة، وخاصةً نموذج الإثارة الذي ينسب إلى ثابت بن قرة. على عكس الاعتقاد السائد، لم يلجأ علماء الفلك في القرون الوسطى وعصر النهضة إلى «تعديل أفلاك التدوير على أفلاك التدوير سابقة» من أجل تصحيح النماذج البطلمية الأصلية — حتى يعود أحدها إلى كوبرنيكوس نفسه.,تاريخ,ميدان
في وقتٍ ما حوالي عام 1450، بدأ عالم الرياضيات جورج بيورباخ (1423-1461) سلسلة من المحاضرات حول علم الفلك في جامعة فيينا. قام يوهانس مولر (1436–1476)، الذي كان آنذاك أحد طلابه، بجمع ملاحظاته على المحاضرة ونشرها فيما بعد باسم النظرية الجديدة للكواكب في سبعينيات القرن التاسع عشر. حلَّت هذه «النظرية الجديدة» محل النظرية الأقدم باعتبارها كتاب مدرسي لعلم الفلك المتقدم.,تاريخ,ميدان
 كما بدأ بيورباخ في إعداد ملخص وتفسير المجسطي. توفي بعد الانتهاء من ستة كتب فقط  ومع ذلك، واصل يوهانس مولر المهمة، وأخذ الاستشارات من مخطوطة يونانية جُلبت من القسطنطينية من قبل الكاردينال بيساريون. عندما نُشر في عام 1496، جعل ملخص المجسطي أعلى مستويات من علم الفلك البطلمي في متناول العديد من علماء الفلك الأوروبيين لأول مرة.,تاريخ,ميدان
آخر حدث فلكي كبير في عصر النهضة هو عمل نيكولاس كوبرنيكوس (1473-1543). وكان من بين الجيل الأول من علماء الفلك الذين تدربوا على النظرية الجديدة والملخص. قبل فترة وجيزة من عام 1514، بدأ في إحياء فكرة أرسطرخس بأن الأرض تدور حول الشمس. قضى بقية حياته في محاولة لإثبات رياضي لمركزية الشمس.  ,تاريخ,ميدان
عندما نُشر أخيرًا الكتاب في دورات الكواكب السماوية عام 1543، كان كوبرنيكوس على فراش الموت. توضح مقارنة عمله مع المجسطي أن كوبرنيكوس كان من نواحٍ كثيرة عالمًا في عصر النهضة وليس ثوريًا، لأنه اتبع أساليب بطليموس وحتى ترتيب تقديمه. في علم الفلك، يمكن القول بأن نهضة العلم قد انتهت بأعمال يوهانس كيبلر (1571-1630) وغاليليو غاليلي (1564-1642).,تاريخ,ميدان
مع عصر النهضة جاءت زيادة في البحث التجريبي، وخاصةً في مجال تشريح وفحص الجسم، وبالتالي تعزيز معرفتنا بالتشريح البشري.[10] بدأ تطور علم الأعصاب الحديث في القرن السادس عشر مع أندرياس فيزاليوس، الذي وصف تشريح الدماغ والأعضاء الأخرى؛ كان لديه القليل من المعرفة بوظيفة الدماغ، معتقدًا أنه يتواجد بشكل أساسي في البطينين.,تاريخ,ميدان
منذ القرن الثامن عشر، أطلِق على التطورات العظيمة في العلوم اسم «الثورات العلمية». مثلًا، في عام 1747، كتب عالم الرياضيات الفرنسي أليكسيس كليروت أن «نيوتن وُصف في حياته أنه خلق ثورة». استُخدمت الكلمة أيضًا في مقدمة بحث أنطوان لافوازييه الذي أعلن فيه اكتشاف الأكسجين عام 1789. «أثار عدد قليل من الثورات العلمية اهتمامًا عامًا على الفور مثل نظرية الأكسجين ... رأى لافوازييه أن نظريته قُبلت من جميع الرجال البارزين في عصره، وانتشرت في جزء كبير من أوروبا في غضون بضع سنوات من الإعلان عنها»,تاريخ,ميدان
في القرن التاسع عشر، وصف ويليام ويويل ثورة العلم – المنهج العلمي - التي حدثت في القرنين الخامس عشر والسادس عشر. «من بين الثورات الأكثر وضوحًا هو الانتقال من الثقة الضمنية بالقوى الداخلية لعقل الإنسان إلى الاعتماد على الرصد الخارجي؛ ومن التقديس غير المحدود لحكمة الماضي، إلى التأمل قوي بالتغيير والتحسين»,تاريخ,ميدان
تقليديًا، تُعزى بداية الثورة العلمية إلى ثورة كوبرنيكوس (الكتاب في دورات الكواكب السماوية 1543) ويُعزى اكتمال الثورة العلمية إلى كتاب الأصول الرياضية للفلسفة الطبيعية لنيوتن المنشور عام 1687. ساهم كل من فرانسيس وغاليليو بإحداث تغيير كبير في الثورة العلمية، إذ أدت ثقة فرانسيس في التقدم الحديث للعلم إلى إنشاء مجتمعات علمية مثل الجمعية الملكية، بينما دافع غاليليو عن كوبرنيكوس وطور علم الحركة.,تاريخ,ميدان
بدأ العالم الفرنسي أنطوان هنري بيكريل (1852-1908)أول خطوة في هذا المجال حين اكتشف أن التعديلات التي تطرأ على بعض المواد تتولد منها طاقة واعتمادا على جهوده اكتشف العالم الفرنسي بيير كوري (1859-1906) وزوجته البولندية ماري كوري (1871-1937) أن بعض الذرات إذا ما حطمت إلى أجزاء صغيرة تتولد منها طاقة هائلة وهو ما يعرف باسم النشاط الإشعاعي.,تاريخ,ميدان
واستطاع العالم الرياضي الألماني الشهير ألبرت أينشتاين (1879-1955) أن يخطو بالنظرية خطوات كبيرة حين قدم إثباتا رياضيا على أن المادة والطاقة مظهران لشيء واحد وأنه يمكن أن يحل أحدهما محل الآخر واستنادا إلى هذه النظرية أمكن صنع أول قنبلة ذرية ألقيت على مديتني هيروشيما وناجازاكي باليابان خلال الحرب العالمية الثانية فدمرتا تماما.,تاريخ,ميدان
تُقدر أبحاثه المتميزة في نظريات الكم والنسبية والذرة والإشعاع بنحو 24 بحثاً، وقد بلغت مسودات أبحاثه العلمية قبل وفاته حوالي 200 مسودة. دارت أبحاث الدكتور مشرفة حول تطبيقه الشروط الكمية بصورة معدلة تسمح بإيجاد تفسير لظاهرتي شتارك وزيمان. كذلك كان الدكتور مشرفة أول من قام ببحوث علمية حول إيجاد مقياس للفراغ ؛ حيث كانت هندسة الفراغ المبنية على نظرية «أينشتين» تتعرض فقط لحركة الجسيم المتحرك في مجال الجاذبية. وقد درس مشرفة العلاقة بين المادة والإشعاع وصاغ نظرية علمية هامة في هذا المجال.,تاريخ,ميدان
بلغ التجديد الفني في هذا المجال مستوى ممتازا من الكمال وكانت الخطوة الأولى ترك أساليب الماضي إلى الأسلوب الكلاسيكي حيث استبدل بالدعامة العمود المنتهي بتاج واستبدل بالقوس المدببة قوس نصف دائرة وكثر استخدام التزيينات وبلغت الدقة في التفاصيل وتناسب الأبعاد درجة متقدمة. وكان من المتفوقين في النحت : دوناتللو النحات الفلورنسي الشهير الذي مهد الطريق للكثير من الفنانين ممن اقتفوا نهجه فكان من بين تلاميذه مايكل أنجلو وهو النحات الذي نطقت تماثيله بكل ما يختلج في النفس من الأماني والأحلام.,تاريخ,ميدان
ظل الاهتمام بالشمس كمصدر الطاقة الأساسي في حياة الإنسان يلقى عناية العلماء على مر العصور لكن هذا الاهتمام أصبح جديا وعلميا بصورة دقيقة في القرن الثامن عشر، حيث قام العالم الفرنسي بوفون بإنشاء فرن يتألف من 360 مرآة صغيرة تقوم بتركيز أشعة الشمس في بؤرة واحدة وتمكن لافوزاييه من صنع فرن شمسي وحصل على درجة حرارة تبلغ 1760 درجة مئوية. وتم في النهاية صناعة آلات بخارية تسير بالطاقة الشمسية وكذلك أجهزة لتقطير المياه والحصول على الماء العذب.,تاريخ,ميدان
تباهى الزعيم الألماني هتلر خلال الحرب العالمية الثانية بأنه يستطيع كسب الحرب بأسلحته السرية وفي صيف عام 1944 بدأت الصواريخ الألمانية العملاقة (في -2) تندفع عبر القنال الإنجليزي إلى لندن عاصمة إنجلترا وكان ذلك إيذانا بعصر القذائف ذات الصواريخ الموجهة بعيدة المدى التي يمكنها حمل رؤوس نووية. ,تاريخ,ميدان
وبدأ السباق إلى القمر بتاريخ 4 أكتوبر 1957 م حين أطلق الاتحاد السوفيتي (سابقا) أول الأقمار الصناعية سبوتنك-1 وتبعه في 21 يناير 1958 منافسه الأمريكي الصاروخ جوبيتر -سي من قاعدة كانافيرال (كيب كندي الآن) يحمل القمر الصناعي اكسبلورر - 1 وأطلق الاتحاد السوفيتي (سابقا) أول رائد فضاء يوري جاجارين في 12 إبريل 1961 في المركبة(فوستوك - 1) وحين بدأت الأرض تبتعد عن عيني رائد الفضاء وصلت المركبة إلى مدارها وشرعت تدور حول الأرض بسرعة 28260 كيلومترا بالساعة وقد احتاج جاجرين إلى 108 دقائق كي يدور حول الأرض.,تاريخ,ميدان
وتوالترحلات الفضاء بعد هذا التاريخ حتى كان الموعد المنتظر لهبوط الإنسان على سطح القمر وحققت هذه المهمة المركبة الفضائية (أبولو) التي حملت الملاحين الكونيين نيل أرمسترونج وأدوين ألدرن وقال نيل أرمسترونج وهو يخطو أول خطوة على سطح القمر في 20 يوليو 1969 (إنها خطوة صغيرة بالنسبة للإنسان لكنها كبيرة بالنسبة إلى الإنسانية) وسمع هذه الكلمات بوساطة الراديو مئات الملايين من الناس في أنحاء الدنيا كانوا يتتبعون هذا الحدث الباهر باهتمام بالغ.,تاريخ,ميدان
 كانت المستحلبات الفوتوغرافية المستخدمة في ذلك الوقت غير حساسة لمعظم الطيف، لذلك كانت النتيجة غير كاملة وسرعان ما تم نسيان العرض التوضيحي. أصبحت طريقة ماكسويل معروفة الآن على نطاق واسع من خلال أعمال سيرجي بروكودين-غورسكي في أوائل القرن العشرين.,تاريخ,ميدان
وتطورت أساليب المواصلات من عربات يجرها الخيول إلي طائرات أسرع من الصوت تطوي المسافات طيا. وقضى الإنسان على الأوبئة التي كانت تحصده بالملايين من خلال الطعوم والأمصال لتوقيها أو من خلال الأدوية، مما أطال أعمار البشر. فالعلم في تنامٍ لا يعرف مداه. وأصبحت عصوره قد قصرت من قرون إلى عقود. ومن عقود إلى سنوات. ,تاريخ,ميدان
 والتحليل الكيميائي ومجربة حرة كل من المستحضر الأحيائي (بيولوجية) ومعدنية علم الصيدلة [25] هذا الجزء كان للأنتقال الأكبر في رؤية العالم (تقدمت الفلسفة االآلية حيث تابعت إلى القرن 17، كما أن الاستعارة تقليدية لطبيعة الكائن الحي اٌستبدلت بالطبيعة بمثل اّله مجازية أو مستعارة).,تاريخ,ميدان
 لقد ظهر أول تصميم للمتنقل الفضائي عام 1972 ولكن التجارب الفعلية لم تبدأ إلا في عام 1977 وعلى ضوء نجاح هذه التجارب أرسلت الولايات المتحدة الأمريكية إلى الفضاء المكوك كولومبيا عام 1982 وأتبعته عام 1986 تشالنجر في رحلته الأخيرة التي انفجر فيها بعد ثوان من إطلاقة وذهب ضحية له ثمانية من رواده أمام عيون الملايين ممن كانوا يتابعون هذه الرحلة العلمية المثيرة ولكن هذه المأساة الكبيرة لم تحل دون استمرار التجارب فلم تتوقف إلا بالقدر الذي يسمح بعلاجها والرحلات المكوكية تتم بنجاح وبمزيد من الأمن والسلامة.,تاريخ,ميدان
فقد اتخذ التاريخ صفة علمية في مطلع القرن التاسع عشر وظهرت الحركة العلمية التاريخية في جميع النصوص ونقدها وعرض الأحداث بموضوعية وتجرد، كما اتجهت الدراسات التاريخية اتجاها قوميا واهتم المؤرخون بتعرف أصل الأمة ونشوء عاداتها ونظمها وثقافتها وتطورها كما اهتموا بتطور الشعوب وعوامله واعتنوا بالنقد العلمي للأحداث التاريخية.,تاريخ,ميدان
مرت الحركة الفنية في القرن التاسع عشر بالأدوار نفسها التي مرت بها الحركة الأدبية فبعد أن سادت النزعة الاتباعية في العصور السابقة ظهرت النزعة الإبداعية في الفن وركز الفنانون على رسم المشاهد التاريخية والوطنية بألوان زاهية تجسد العاطفة والحياة، واهتموا برسم الطبيعة وتلا تلك المرحلة ظهور النزعة الواقعية في الفن التي عبر بها الرسامون عن روح العصر وحاجاته وأبدوا اهتماما بحياة الناس وأخلاقهم وتفكيرهم وتعددت المدارس والزخرفة والنحت وبذلت الدول رعايتها للمتاحف والمعارض الفنية.,تاريخ,ميدان
يدرس تاريخ علم الأحياء تطور الأحياء من الزمن القديم إلى المعاصر. مع أن مفهوم علم الأحياء كمجال واحد متماسك ظهر في القرن التاسع عشر، فإن علوم الأحياء ظهرت من تقاليد الطب والتاريخ الطبيعي المأخوذة من أيورفيدا، الطب المصري القديم وكتابات أرسطو وجالينوس في العصور اليونانية والرومانية القديمة.,تاريخ,ميدان
 تم تطوير هذا العمل القديم خلال القرون الوسطى من قبل الأطباء والعلماء المسلمين مثل ابن سينا. خلال عصر النهضة الأوروبية وبداية العصر الحديث، تم تحديث الفكر في علم الأحياء في أوروبا بسبب الاهتمام المتجدد بالفلسفة التجريبية واكتشاف العديد من الكائنات الحية التي لم تكن معروفة سابقاً. ,تاريخ,ميدان
خلال القرنين الثامن عشر والتاسع عشر، تطورت العلوم الأحيائية كعلم النبات وعلم الحيوان إلى فروع معرفية ذات احترافية عالية. بدأ أنطوان لافوازييه وغيره من علماء الفيزياء بربط العالمين الحي والجامد من خلال الفيزياء والكيمياء. قام علماء الطبيعة المستكشفون مثل ألكسندر فون هومبولت بدراسة العلاقات بين الكائنات الحية وبيئاتها الطبيعية، والطرق التي تعتمد فيها هذه العلاقات على الجغرافيا، مما أدى إلى إنشاء علوم الجغرافيا الحيوية والبيئة والسلوك الحيواني.,تاريخ,ميدان
 بدأ علماء الطبيعة برفض نظرية الأساس وبدؤوا بالنظر في أهمية الانقراض وتغير الأنواع. قدمت نظرية الخلية منظوراً جديداً للأسس الرئيسية في الحياة. استخدمت هذه التطورات، بالإضافة إلى النتائج من علم الأجنة وعلم الأحياء القديمة، في نظرية التطور من خلال الانتخاب الطبيعي لتشارلز داروين. شهدت نهاية القرن التاسع عشر تلاشي نظرية التولد الذاتي وظهور نظرية جرثومية المرض، بالرغم من أن كيفية الوراثة ظلت لغزاً.,تاريخ,ميدان
في بداية القرن العشرين، أدت إعادة اكتشاف أعمال غريغور يوهان مندل إلى التطور السريع في علم الوراثة من قبل توماس مورغان وطلابه، والجمع ما بين علمي الوراثات الإسكانية والانتخاب الطبيعي في نظرية الاصطناع التطوري الحديث في الثلاثينيات من القرن الماضي. تطورت اختصاصات جديدة بسرعة، بالأخص بعد اقتراح جيمس واتسون وفرنسيس كريك لهيكل الحمض النووي.,تاريخ,ميدان
 وبعد إنشاء نظرية العقيدة المركزية لعلم الأحياء الجزيئي وحل رموز الشيفرة الجينية، انقسم علم الأحياء إلى علم الأحياء العضوية وهي الفروع المعنية بالكائنات الحية الكاملة ومجموعات الكائنات الحية، والفروع المتعلقة بعلم الأحياء الخلوي والجزيئي. وبدأت مع نهاية القرن العشرين فروع جديدة كعلم الجينوم وعلم البروتيوميات بعكس هذه الظاهرة، حيث بدأ علماء الأحياء العضوية باستعمال التقنيات الجزئية، وبدأ علماء الأحياء الجزيئية والخلوية بدراسة العلاقة بين الجينات والطبيعة، بالإضافة إلى دراسة علم الوراثة فيما يخص التجمعات السكانية للكائنات الحية.,تاريخ,ميدان
" وتم تعريف المعنى الحديث لكلمة ""بيولوجي"" أو علم الاحياء بشكل مستقل من قبل العلماء: توماس بيدوز عام 1799 م، وكارل فريدريك عام 1800م، وغوتفريد رينهولد تريفيرانوس في كتاب البيولوجيا وفلسفة الطبيعة الحية وجان باتيست لامارك في كتابه الهيدروجيولوجيا؛ وتظهر الكلمة نفسها في عنوان المجلد الثالث من كتاب ، الذي نشر في عام 1766.م) لمايكل كريستوف.",تاريخ,ميدان
"كان هناك العديد من المصطلحات المستخدمة في دراسة الحيوان والنبات قبل استخدام مصطلح ""بيولوجي"": فتاريخ الطبيعة يرجع إلى وصف جوانب الطبيعة، ومع ذلك استُخدِم للمجالات غير البيولوجية كما شملت المعادن؛ منذ العصور الوسطى في خلال عصر النهضة، وكان الإطار الموحد للتاريخ الطبيعي في علم الطبيعة أو سلسلة الكينونة العظمى.",تاريخ,ميدان
" والفلسفة الطبيعية أو علم اللاهوت الطبيعي الذي يشمل الأساس المفاهيمي والميتافيزيقي للحياة النباتية والحيوانية، الذي يبحث في مسائل مثل سبب وجود الكائنات الحية وتصرفها بهذه الطريقة ومع ذلك تعرف هذه المواضيع بعلم الأرض ""الجيولوجيا"" والفيزياء والكيمياء وعلم الفلك. و""علم وظائف الأعضاء"" و""علم الصيدلة (النباتية)"" الذي يُستخدم في مجال الطب والدواء. ",تاريخ,ميدان
"و""علم النبات"" و""علم الحيوان"" أو ""علم الأرض (الجيولوجيا): في حال دراسة الحفريات؛ استُبدِل بـ""علم تاريخ الطبيعة"" و""فلسفة الطبيعة"" في القرن الثامن والتاسع عشر قبل أن يتم استخدام البيولوجي بشكل واسع. ومع ذلك انضمت اليهم العديد من التخصصات الفرعية لعلم الأحياء، كعلم الفطريات والبيولوجيا الجزيئية.",تاريخ,ميدان
"لا شك أن البشر الأوائل امتلكوا معرفةً حول النباتات والحيوانات وتوارثوها ليزيدوا فرصهم في البقاء، ومن الممكن أن هذه المعرفة اشتملت على علم تشريح الإنسان والحيوان وبعض الجوانب من سلوك الحيوان (مثل أنماط الهجرة)، وعلى الرغم من هذا؛ لم تأتِ أكبر نقاط التحول في معارف علم الأحياء إلا في الثورة الزراعية قبل حوالي 10,000 سنة، فقد بدأ البشر باستعمال النباتات الأليفة، ثم تلى ذلك استعمال الماشية لترافق المجتمعات الثابتة.",تاريخ,ميدان
أنتجت الحضارات القديمة مثل بلاد الرافدين، مصر، وشبه القارة الهندية، والصين، وغيرها العديد من الجراحين والطلاب المعروفين في مجال العلوم الطبيعية من أمثال سوشروتا وزهانغ زهو كنج، مما يبين أنظمة منفردة متطورة في الفلسفة الطبيعية. على الرغم من هذا، فإن جذور علم الأحياء الحديث تعود في الغالب إلى التقاليد العلمانية للفلسفة الإغريقية القديمة.,تاريخ,ميدان
عادةً ما ركز نظام الطب الصيني التقليدي على نظرية اليين واليانغ والمراحل الخمس.[8] طرح بعض الفلاسفة الطاويين، مثل جوانغ زي في القرن الرابع قبل الميلاد، أفكاراً تتعلق بمفهوم التطور، مثل رفض ثبوت الأنواع الأحيائية وطرح فكرة أن الأنواع طوّرت ميزات مختلفة كردّ فعلٍ على البيئات المختلفة.,تاريخ,ميدان
الأيورفيدا هو أحد أقدم النظم الطبية المنظّمة المعروفة من شبه القارة الهندية التي أُنشأت تقريباً في عام 1500 قبل الميلاد بواسطة الأيورفيدا (أحد أقدم الكتب الأربع في الثقافة والمعرفة والحكمة الهندية). طورت تقاليد الأيورفيدا الهندية القديمة مفهوم الأخلاط الثلاثية بشكل مستقل، وهذا المفهوم مشابه للأخلاط الرباعية في الطب اليوناني القديم، إلا أن نظام الأيورفيدا يشمل الكثير من التعقيدات، مثلاً احتواء الجسم على خمسة عناصر وسبعة أنسجة أساسية.,تاريخ,ميدان
 صنّف كُتّاب الأيورفيدا الكائنات الحية إلى أربعة أصناف معتمدين في التصنيف على أسلوب الولادة (عن طريق الرحم والبيض والحرارة والرطوبة والبذور)، وشرحوا بالتفصيل مفهوم الجنين. كما قدّموا الكثير في مجال الجراحة، غالباً بدون استخدام التشريح البشري أو الحيواني.[10] كانت الساسروتا سامهيتا في إحدى أوائل أطروحات الأيورفيدا حيث تعود الساسروتا إلى القرن السادس قبل الميلاد من أوائل المواد الطبية، حيث وصفت 700 نبتة طبية وحضّرت 64 وصفة من مصادر معدنية و 57 وصفة من المصادر الحيوانية.,تاريخ,ميدان
لقد تم حفظ العشرات من أوراق البردي الطبية، ومن أهمها بردية إدوين سميث (أقدم كتيب موجود عن الجراحة) وبردية إيبرس (كتيب عن إعداد واستعمال المواد الطبية لمختلف الامراض)، وتعود كلتا المخطوطتين إلى القرن السادس عشر قبل الميلاد.عُرفت مصر القديمة أيضاً بتطوير التحنيط الذي كان يستعمل في تحضير المومياوات، لحفظ البقايا البشرية ولإيقاف عملية التعفن.,تاريخ,ميدان
طرح الفلاسفة قبل عهد سقراط العديد من الأسئلة حول الحياة لكنهم لم ينتجوا الكثير من المعرفة المنهجية المعنية بعلوم الأحياء على وجه التحديد على الرغم من محاولات علماء الذرة لشرح الحياة من منظور مادي (فيزيائي) بحت وتكرر ذلك دورياً على مدى تاريخ علم الأحياء. ومع ذلك، كان لنظريات أبقراط وتلاميذه الطبية، خصوصاً مذهب الأخلاط، أثراً واضحاً,تاريخ,ميدان
كان الفيلسوف أرسطو الأكثر تأثيراً في العالم الحي خلال العصور الكلاسيكية القديمة. بالرغم من أن أعماله الأولى في مجال الفلسفة الطبيعية كانت تميل إلى التفكر، إلا أن كتاباته اللاحقة المعنية بعلم الأحياء ركزت على الأسباب الأحيائية وتنوع الحياة. لقد قدم أرسطو العديد من الملاحظات التي لا تعد ولاتحصى عن الطبيعة، لاسيما عادات وخصائص النباتات والحيوانات في العالم من حوله، والذي كرس جهوداً واهتماماً كبيراً في تصنيفيهما.,تاريخ,ميدان
أرسطو وأغلب العلماء الأوربيين الذين جاؤوا بعده وحتى القرن الثامن عشر كانوا مؤمنين أن المخلوقات الحية مصنفة بدرجات مختلفة حسب درجة كمالها وتبدأ من النباتات وهي الأقل إلى أن تصل للإنسان وهو الأعلى رتبة: بحسب تصنيف الكائنات الحية التسلسلي.,تاريخ,ميدان
وقد سمى ثيوفراسنس العديد من النباتات والتي أسمائها مستمرة إلى عصرنا الحديث مثل كاربوس للفاكهة وبيريكاربيون للجيوب المحتوية على البذور. وقد عُرف أيضا بلينيوس الأكبر بمعرفته في علم النبات والطبيعة وكانت أكثر المؤلفات غزارة في محتواها في وصف الحيوانات.,تاريخ,ميدان
 ثيوفراستس تابع لصالة أرسطو (عالم إغريقي وأول من وضع اسس تصنيف النبات بحسب أشكالها وطرائق نموها) كتب سلسلة من الكتب في علم وتاريخ النباتات، وقد استمرت هذه الكتب كأهم المصادر في علم النبات حتى العصور الوسطى. ,تاريخ,ميدان
